transaction_id,user_id,city,transaction_date,amount,payment_app,transaction_type,device_type,is_fraud
TXN101361,USER3553,Jaipur,2024-08-31 03:39:46,3492.06,Google Pay,Bill Payment,Web,0
TXN101362,USER3349,Lucknow,2024-08-01 09:43:50,3796.01,PhonePe,P2P,Web,0
TXN101363,USER5362,Pune,2024-03-09 08:14:40,946.44,Google Pay,P2M,iOS,0
TXN101364,USER7566,Pune,2024-04-03 01:36:36,8132.69,BHIM,Recharge,Web,0
TXN101365,USER8690,Chennai,2024-12-08 08:17:05,2417.06,Google Pay,Bill Payment,Web,0
TXN101366,USER8169,Hyderabad,2024-12-24 07:13:08,6128.72,Paytm,Bill Payment,Android,0
TXN101367,USER8422,Lucknow,2024-11-12 10:15:01,2201.22,BHIM,Bill Payment,Web,0
TXN101368,USER3975,Hyderabad,2024-01-26 00:07:33,781.48,Google Pay,P2P,Android,0
TXN101369,USER1818,Chennai,2024-09-17 22:45:32,479.14,BHIM,P2P,iOS,0
TXN101370,USER5920,Jaipur,2024-10-17 00:33:37,1971.46,PhonePe,Recharge,Android,0
TXN101371,USER7830,Hyderabad,2024-11-04 02:58:27,1393.79,PhonePe,Recharge,Android,0
TXN101372,USER2781,Lucknow,2024-06-09 09:43:51,1583.35,Google Pay,P2M,Web,0
TXN101373,USER8027,Hyderabad,2024-11-27 15:53:16,1.26,Paytm,P2P,iOS,0
TXN101374,USER1727,Chennai,2024-10-29 03:02:09,1951.75,PhonePe,P2P,iOS,0
TXN101375,USER2009,Delhi,2024-01-15 20:42:11,203.27,BHIM,P2M,Android,0
TXN101376,USER4401,Kolkata,2024-10-06 03:41:05,271.19,BHIM,Recharge,iOS,0
TXN101377,USER4161,Hyderabad,2024-02-29 15:43:50,1115.63,Amazon Pay,P2M,Android,0
TXN101378,USER6660,Kolkata,2024-05-30 06:56:48,164.44,Amazon Pay,Recharge,Android,0
TXN101379,USER3233,Chennai,2024-04-02 17:40:45,3770.42,Google Pay,Recharge,iOS,0
TXN101380,USER7732,Kolkata,2024-05-30 22:18:37,3751.83,Amazon Pay,P2P,Android,0
TXN101381,USER6649,Pune,2024-03-13 20:44:16,5452.64,Paytm,Bill Payment,Web,0
TXN101382,USER8799,Bangalore,2024-04-10 00:09:55,1630.36,BHIM,Recharge,Android,1
TXN101383,USER5439,Bangalore,2024-12-06 04:24:42,727.97,BHIM,P2P,Android,0
TXN101384,USER5317,Chennai,2024-03-20 09:23:18,780.6,Amazon Pay,P2P,Android,0
TXN101385,USER2447,Ahmedabad,2024-01-12 00:47:30,1185.89,BHIM,P2M,Web,1
TXN101386,USER8151,Chennai,2024-09-29 20:50:39,558.02,BHIM,P2P,Android,0
TXN101387,USER2672,Jaipur,2024-04-01 01:15:32,42.75,PhonePe,Bill Payment,Web,0
TXN101388,USER7085,Mumbai,2024-04-12 21:53:36,2565.81,Google Pay,Bill Payment,iOS,0
TXN101389,USER3860,Chennai,2024-08-13 02:58:22,1242.06,Amazon Pay,P2P,Android,0
TXN101390,USER4253,Mumbai,2024-07-17 13:38:31,418.94,BHIM,Recharge,iOS,0
TXN101391,USER4513,Ahmedabad,2024-01-24 12:15:40,1750.66,PhonePe,P2P,Web,0
TXN101392,USER8795,Pune,2024-12-03 07:19:53,1360.63,Google Pay,P2M,iOS,0
TXN101393,USER6959,Kolkata,2024-06-30 01:39:53,1501.84,Paytm,P2M,Web,0
TXN101394,USER3907,Chennai,2024-12-20 11:55:42,3630.0,Paytm,P2M,Android,0
TXN101395,USER6085,Delhi,2024-03-27 15:28:18,328.01,PhonePe,P2M,Web,0
TXN101396,USER3510,Mumbai,2024-01-29 23:12:49,433.82,Amazon Pay,P2M,Android,0
TXN101397,USER5179,Kolkata,2024-09-27 16:33:55,1056.96,Google Pay,P2M,Android,0
TXN101398,USER4862,Kolkata,2024-02-28 08:24:57,1522.2,Google Pay,Recharge,Android,0
TXN101399,USER9314,Bangalore,2024-05-15 20:52:44,251.14,Google Pay,P2P,iOS,0
TXN101400,USER1561,Pune,2024-04-27 00:28:57,1962.15,Paytm,Bill Payment,iOS,1
TXN101401,USER8095,Delhi,2024-03-15 00:04:54,453.48,PhonePe,P2P,iOS,0
TXN101402,USER6330,Delhi,2024-02-17 23:03:49,1360.38,Google Pay,Recharge,iOS,0
TXN101403,USER8647,Kolkata,2024-11-01 04:52:38,931.41,Amazon Pay,Bill Payment,iOS,0
TXN101404,USER9712,Hyderabad,2024-04-30 21:38:44,2097.03,Google Pay,P2M,Web,0
TXN101405,USER8111,Chennai,2024-08-30 14:25:52,112.1,Amazon Pay,P2P,iOS,0
TXN101406,USER2541,Jaipur,2024-08-01 00:46:05,1649.22,Paytm,Recharge,Android,0
TXN101407,USER6356,Jaipur,2024-11-17 00:12:49,2567.89,PhonePe,Recharge,Web,0
TXN101408,USER6599,Bangalore,2024-05-14 05:10:53,7020.92,PhonePe,Recharge,Web,0
TXN101409,USER6072,Mumbai,2024-11-21 04:05:06,188.23,Amazon Pay,Recharge,iOS,0
TXN101410,USER9420,Lucknow,2024-10-06 07:21:09,3053.37,BHIM,Recharge,iOS,0
TXN101411,USER4285,Hyderabad,2024-09-02 09:57:43,557.95,Google Pay,P2P,Android,0
TXN101412,USER6432,Bangalore,2024-12-28 14:58:35,1887.97,Amazon Pay,P2P,Android,0
TXN101413,USER8637,Lucknow,2024-08-21 07:25:39,5907.51,BHIM,P2M,Web,0
TXN101414,USER4793,Kolkata,2024-07-24 09:48:01,3111.27,PhonePe,P2M,Android,0
TXN101415,USER3165,Lucknow,2024-08-24 10:53:40,1024.89,Paytm,P2M,Android,0
TXN101416,USER7404,Pune,2024-10-31 01:13:01,1468.75,BHIM,P2P,Web,0
TXN101417,USER6560,Mumbai,2024-10-19 05:24:22,2456.72,Google Pay,Recharge,iOS,0
TXN101418,USER3523,Bangalore,2024-02-22 04:11:29,6242.73,Google Pay,P2P,iOS,0
TXN101419,USER2387,Ahmedabad,2024-04-21 06:22:16,1728.17,Google Pay,Recharge,iOS,0
TXN101420,USER7035,Mumbai,2024-03-23 20:49:51,874.39,Paytm,P2M,Web,0
TXN101421,USER2724,Kolkata,2024-10-16 00:35:05,1387.46,BHIM,P2P,Android,0
TXN101422,USER5911,Kolkata,2024-06-21 22:08:51,191.76,BHIM,P2P,Web,0
TXN101423,USER4110,Jaipur,2024-04-28 16:18:23,794.24,BHIM,Bill Payment,iOS,0
TXN101424,USER5419,Delhi,2024-05-26 17:33:50,4992.36,BHIM,Recharge,Android,0
TXN101425,USER6024,Pune,2024-08-27 06:11:41,1466.63,Paytm,P2P,Android,0
TXN101426,USER6578,Delhi,2024-09-14 13:16:59,7971.49,Paytm,P2M,iOS,0
TXN101427,USER1378,Hyderabad,2024-08-09 15:51:29,1205.71,Amazon Pay,P2M,Web,0
TXN101428,USER1235,Pune,2024-07-01 22:40:53,906.9,Paytm,Bill Payment,iOS,0
TXN101429,USER2259,Ahmedabad,2024-05-06 03:22:58,1422.15,Amazon Pay,P2M,Android,0
TXN101430,USER7643,Lucknow,2024-10-15 16:04:13,1682.43,BHIM,P2P,iOS,0
TXN101431,USER8777,Kolkata,2024-05-16 18:41:53,6060.75,Google Pay,P2M,Web,0
TXN101432,USER2777,Mumbai,2024-10-07 02:04:50,862.14,BHIM,Bill Payment,Web,0
TXN101433,USER9343,Bangalore,2024-10-28 16:17:25,3055.01,Paytm,P2M,Web,0
TXN101434,USER3722,Delhi,2024-02-18 14:01:17,963.71,Paytm,P2P,iOS,0
TXN101435,USER2242,Jaipur,2024-12-13 00:30:31,901.55,Amazon Pay,Bill Payment,Web,0
TXN101436,USER2918,Bangalore,2024-09-29 00:53:52,1485.75,Google Pay,P2M,Android,0
TXN101437,USER2824,Mumbai,2024-04-22 09:12:52,755.4,Paytm,Recharge,Android,0
TXN101438,USER4845,Hyderabad,2024-09-04 23:55:30,1424.7,BHIM,P2M,iOS,0
TXN101439,USER7382,Lucknow,2024-10-28 16:19:19,429.7,Amazon Pay,Recharge,iOS,0
TXN101440,USER3242,Mumbai,2024-01-12 07:04:56,542.27,Google Pay,Recharge,iOS,0
TXN101441,USER2469,Kolkata,2024-04-27 19:23:15,1421.43,PhonePe,Recharge,Android,0
TXN101442,USER1823,Mumbai,2024-12-25 06:21:52,421.28,PhonePe,Recharge,iOS,0
TXN101443,USER9989,Chennai,2024-09-24 05:21:16,2229.6,PhonePe,P2M,iOS,0
TXN101444,USER3902,Kolkata,2024-07-14 10:08:06,639.49,BHIM,P2M,Web,1
TXN101445,USER4641,Chennai,2024-04-02 09:09:19,14.77,Amazon Pay,P2P,Android,0
TXN101446,USER6114,Bangalore,2024-02-24 07:33:17,6910.41,Paytm,P2P,Web,0
TXN101447,USER6494,Hyderabad,2024-10-18 02:22:16,1253.69,Google Pay,P2M,Web,0
TXN101448,USER7284,Ahmedabad,2024-04-02 20:39:13,1745.24,Paytm,P2M,Android,0
TXN101449,USER9414,Jaipur,2024-08-19 23:11:28,3546.3,Amazon Pay,P2M,Web,0
TXN101450,USER2736,Chennai,2024-01-23 07:56:55,1864.77,PhonePe,P2P,Web,0
TXN101451,USER9856,Bangalore,2024-11-28 07:25:08,1741.94,Paytm,Bill Payment,iOS,0
TXN101452,USER7009,Ahmedabad,2024-12-28 16:43:33,1835.26,Google Pay,P2P,Android,0
TXN101453,USER6976,Bangalore,2024-04-08 23:53:10,2640.1,Amazon Pay,Recharge,Web,0
TXN101454,USER4620,Jaipur,2024-04-28 13:21:53,1113.01,Paytm,P2M,iOS,0
TXN101455,USER2075,Bangalore,2024-03-31 13:04:45,302.83,PhonePe,P2P,Android,0
TXN101456,USER6501,Mumbai,2024-06-03 01:54:55,1172.7,Amazon Pay,Bill Payment,Android,0
TXN101457,USER8548,Pune,2024-03-04 23:44:28,1749.66,Google Pay,P2P,Android,1
TXN101458,USER2231,Ahmedabad,2024-01-19 05:13:27,798.19,PhonePe,Recharge,Android,0
TXN101459,USER3908,Bangalore,2024-04-14 23:43:55,3883.84,Google Pay,Recharge,iOS,0
TXN101460,USER5009,Kolkata,2024-06-24 13:02:16,2657.95,Google Pay,P2M,Web,0
TXN101461,USER5613,Hyderabad,2024-05-01 07:47:54,295.38,PhonePe,Recharge,Web,0
TXN101462,USER9183,Bangalore,2024-06-30 14:01:33,2619.63,PhonePe,Recharge,iOS,0
TXN101463,USER4928,Lucknow,2024-04-05 08:12:45,1787.12,Amazon Pay,P2M,Web,0
TXN101464,USER1393,Hyderabad,2024-07-02 02:41:56,2980.22,PhonePe,Bill Payment,Android,0
TXN101465,USER1132,Lucknow,2024-10-05 19:08:41,269.66,Amazon Pay,Bill Payment,iOS,0
TXN101466,USER8213,Delhi,2024-10-04 12:17:03,581.78,Paytm,P2P,Web,0
TXN101467,USER5134,Chennai,2024-10-19 11:00:01,15077.34,PhonePe,Recharge,Android,0
TXN101468,USER2963,Lucknow,2024-02-03 02:54:41,11520.25,Amazon Pay,P2M,iOS,0
TXN101469,USER7461,Ahmedabad,2024-01-23 07:50:05,1835.62,Google Pay,P2M,Web,0
TXN101470,USER9101,Pune,2024-07-30 00:17:47,2349.51,Paytm,P2P,Android,0
TXN101471,USER5607,Pune,2024-02-14 05:26:03,882.01,Paytm,P2M,iOS,0
TXN101472,USER3224,Bangalore,2024-08-15 18:41:02,2145.6,Amazon Pay,Recharge,Web,0
TXN101473,USER8013,Ahmedabad,2024-11-21 13:28:26,1584.0,Amazon Pay,P2P,Android,0
TXN101474,USER1356,Ahmedabad,2024-05-24 11:37:11,1502.31,Amazon Pay,Recharge,Android,0
TXN101475,USER5418,Pune,2024-03-22 21:05:56,1948.77,Amazon Pay,P2P,iOS,0
TXN101476,USER5357,Chennai,2024-09-28 13:26:07,6011.71,Paytm,P2P,Android,0
TXN101477,USER5784,Hyderabad,2024-08-24 07:43:05,2448.25,PhonePe,Bill Payment,iOS,0
TXN101478,USER1292,Kolkata,2024-04-25 12:39:51,1059.78,Paytm,Recharge,iOS,0
TXN101479,USER1233,Chennai,2024-07-27 07:33:48,449.23,Google Pay,P2M,iOS,0
TXN101480,USER1889,Ahmedabad,2024-10-06 19:08:56,177.15,Amazon Pay,Bill Payment,Web,0
TXN101481,USER2763,Mumbai,2024-08-07 09:47:36,655.19,Google Pay,Bill Payment,iOS,0
TXN101482,USER3276,Ahmedabad,2024-12-09 13:57:35,4144.68,Google Pay,P2P,Web,0
TXN101483,USER8869,Hyderabad,2024-01-31 07:12:38,7901.65,PhonePe,Bill Payment,iOS,0
TXN101484,USER1028,Chennai,2024-07-12 07:06:36,413.82,Paytm,Bill Payment,Web,0
TXN101485,USER6755,Kolkata,2024-01-19 01:24:22,909.42,Amazon Pay,P2P,Android,0
TXN101486,USER8105,Ahmedabad,2024-10-23 23:45:01,245.48,Paytm,P2M,iOS,0
TXN101487,USER8705,Jaipur,2024-03-11 19:19:46,2213.18,Google Pay,P2M,Android,0
TXN101488,USER1358,Pune,2024-07-12 10:44:34,1953.21,BHIM,P2P,iOS,0
TXN101489,USER4896,Chennai,2024-06-13 16:22:51,1463.87,PhonePe,P2P,Android,0
TXN101490,USER4808,Pune,2024-05-06 11:25:52,1397.46,PhonePe,P2M,Android,0
TXN101491,USER1091,Hyderabad,2024-05-18 12:53:32,1322.19,Google Pay,P2P,iOS,0
TXN101492,USER3513,Lucknow,2024-07-24 17:11:54,1614.74,Amazon Pay,Recharge,Web,0
TXN101493,USER3979,Lucknow,2024-11-04 09:16:05,1872.29,Amazon Pay,P2P,Web,0
TXN101494,USER2877,Jaipur,2024-09-16 22:02:12,834.52,PhonePe,P2M,iOS,0
TXN101495,USER8846,Mumbai,2024-06-09 22:15:41,371.27,BHIM,Recharge,Android,0
TXN101496,USER2069,Hyderabad,2024-05-23 13:34:37,5052.41,Paytm,P2P,Android,0
TXN101497,USER2755,Kolkata,2024-01-08 15:10:15,1398.51,PhonePe,Bill Payment,Web,0
TXN101498,USER8233,Ahmedabad,2024-03-19 18:22:13,181.21,Google Pay,Bill Payment,Android,0
TXN101499,USER7256,Lucknow,2024-03-31 18:00:00,676.51,PhonePe,P2M,iOS,0
TXN101500,USER9002,Lucknow,2024-08-26 07:16:45,989.66,PhonePe,Recharge,Android,0
TXN101501,USER3986,Bangalore,2024-10-22 02:53:36,1600.09,BHIM,Recharge,Web,1
TXN101502,USER5543,Chennai,2024-07-21 01:35:52,1287.65,Amazon Pay,P2P,Web,0
TXN101503,USER5987,Chennai,2024-12-21 19:24:07,3045.9,Paytm,P2M,Android,0
TXN101504,USER2209,Bangalore,2024-09-05 11:35:08,117.58,Google Pay,P2M,Android,0
TXN101505,USER9625,Delhi,2024-01-22 05:55:52,445.46,Paytm,Bill Payment,Android,0
TXN101506,USER8001,Bangalore,2024-02-20 09:01:11,240.34,Paytm,P2P,iOS,0
TXN101507,USER4264,Bangalore,2024-11-11 02:21:33,376.71,BHIM,Recharge,iOS,0
TXN101508,USER4241,Ahmedabad,2024-02-08 01:32:54,1062.12,BHIM,Recharge,Android,0
TXN101509,USER6920,Kolkata,2024-05-20 16:49:21,5907.78,Paytm,P2M,iOS,0
TXN101510,USER1712,Pune,2024-05-07 10:36:14,1770.41,Amazon Pay,P2P,Web,0
TXN101511,USER7843,Ahmedabad,2024-08-17 22:49:50,3161.07,Amazon Pay,P2P,Web,0
TXN101512,USER2079,Mumbai,2024-11-14 01:28:42,1057.3,Amazon Pay,Recharge,iOS,0
TXN101513,USER6257,Mumbai,2024-10-29 02:42:57,1127.54,Paytm,P2M,Android,0
TXN101514,USER9791,Lucknow,2024-01-02 02:10:33,324.51,Google Pay,Bill Payment,iOS,0
TXN101515,USER5864,Chennai,2024-07-31 06:42:04,4479.41,Paytm,Recharge,iOS,0
TXN101516,USER1789,Kolkata,2024-03-22 09:27:57,654.63,Paytm,Recharge,Android,0
TXN101517,USER4363,Ahmedabad,2024-07-21 09:56:11,282.46,Google Pay,P2P,iOS,0
TXN101518,USER8959,Pune,2024-07-23 08:09:37,1499.77,PhonePe,Bill Payment,iOS,0
TXN101519,USER1946,Delhi,2024-06-11 14:09:46,1455.5,Paytm,Recharge,Android,0
TXN101520,USER2308,Kolkata,2024-05-17 00:54:18,3249.48,PhonePe,P2P,Web,0
TXN101521,USER7697,Bangalore,2024-12-15 04:22:55,1650.51,Google Pay,P2P,Web,0
TXN101522,USER5480,Mumbai,2024-02-25 09:07:53,698.27,PhonePe,Bill Payment,iOS,0
TXN101523,USER9934,Delhi,2024-11-03 05:08:42,721.27,Paytm,P2P,iOS,0
TXN101524,USER4632,Hyderabad,2024-05-08 17:09:39,1575.28,Google Pay,P2M,Web,0
TXN101525,USER1556,Pune,2024-04-14 09:40:15,2468.18,Amazon Pay,P2M,Web,0
TXN101526,USER1298,Delhi,2024-06-15 08:26:48,334.38,BHIM,Recharge,iOS,0
TXN101527,USER7382,Delhi,2024-01-07 05:14:55,688.35,BHIM,Recharge,Android,0
TXN101528,USER1486,Ahmedabad,2024-07-29 07:23:33,1116.08,PhonePe,Bill Payment,Android,0
TXN101529,USER3261,Hyderabad,2024-03-02 18:00:39,187.96,Paytm,P2M,Web,0
TXN101530,USER1238,Jaipur,2024-01-20 20:06:19,506.18,BHIM,P2M,Web,0
TXN101531,USER2667,Bangalore,2024-02-06 21:30:00,391.74,Paytm,Bill Payment,Web,0
TXN101532,USER9023,Bangalore,2024-07-12 05:16:16,2889.98,PhonePe,P2M,iOS,0
TXN101533,USER8714,Chennai,2024-05-04 08:38:33,10429.52,Paytm,Bill Payment,iOS,0
TXN101534,USER5795,Lucknow,2024-04-20 04:29:02,16600.65,Google Pay,Bill Payment,Android,0
TXN101535,USER3367,Hyderabad,2024-02-10 07:44:22,180.85,PhonePe,Bill Payment,Android,0
TXN101536,USER4034,Kolkata,2024-04-14 07:55:49,1698.74,Amazon Pay,Recharge,Web,1
TXN101537,USER3107,Lucknow,2024-10-31 14:51:12,348.11,Amazon Pay,Recharge,Web,0
TXN101538,USER5264,Pune,2024-03-02 14:03:37,7384.74,Google Pay,P2P,Android,0
TXN101539,USER2689,Lucknow,2024-02-05 20:21:03,1432.17,PhonePe,Recharge,Android,0
TXN101540,USER4541,Hyderabad,2024-07-22 18:25:54,677.27,BHIM,P2M,Android,0
TXN101541,USER6660,Jaipur,2024-05-06 10:40:09,112.6,Paytm,Bill Payment,iOS,0
TXN101542,USER4878,Hyderabad,2024-10-03 07:19:42,759.41,Google Pay,Recharge,iOS,0
TXN101543,USER7523,Mumbai,2024-04-19 16:04:48,1599.44,Amazon Pay,P2P,Android,0
TXN101544,USER9974,Bangalore,2024-08-28 03:02:54,12634.45,BHIM,Bill Payment,Android,0
TXN101545,USER3956,Ahmedabad,2024-05-18 15:26:52,1135.68,BHIM,Bill Payment,Web,0
TXN101546,USER7458,Delhi,2024-07-15 01:54:13,106.95,Google Pay,Bill Payment,Web,0
TXN101547,USER4091,Bangalore,2024-02-17 04:49:12,1421.34,Google Pay,P2P,iOS,0
TXN101548,USER7499,Hyderabad,2024-02-23 23:00:09,3925.14,Amazon Pay,P2M,iOS,0
TXN101549,USER8382,Lucknow,2024-10-16 13:19:25,2754.28,Paytm,P2P,Android,0
TXN101550,USER1349,Mumbai,2024-07-12 07:08:25,265.77,Amazon Pay,P2M,Android,0
TXN101551,USER1583,Pune,2024-11-01 15:37:15,5014.83,PhonePe,P2P,iOS,0
TXN101552,USER4185,Jaipur,2024-05-26 15:07:17,1930.55,Paytm,P2M,Android,0
TXN101553,USER4347,Jaipur,2024-10-03 15:01:37,365.32,Amazon Pay,Recharge,Android,0
TXN101554,USER6273,Chennai,2024-07-19 21:31:10,1076.68,BHIM,P2P,iOS,0
TXN101555,USER3492,Jaipur,2024-11-21 22:42:21,3863.12,Paytm,Bill Payment,Android,0
TXN101556,USER5240,Lucknow,2024-10-01 12:05:16,1844.82,Amazon Pay,P2P,Android,0
TXN101557,USER7620,Ahmedabad,2024-11-26 05:40:31,643.69,BHIM,P2P,Android,0
TXN101558,USER6247,Bangalore,2024-07-17 08:43:05,512.76,PhonePe,Bill Payment,Web,0
TXN101559,USER7302,Kolkata,2024-01-26 06:39:37,1520.11,PhonePe,P2M,Android,0
TXN101560,USER7668,Chennai,2024-08-04 02:45:21,1725.84,Google Pay,P2M,Web,1
TXN101561,USER8586,Lucknow,2024-06-17 23:32:46,1935.18,Amazon Pay,P2P,Android,0
TXN101562,USER5922,Ahmedabad,2024-10-23 14:32:15,428.47,Amazon Pay,P2M,Web,0
TXN101563,USER7521,Hyderabad,2024-06-04 06:22:28,2915.44,PhonePe,Bill Payment,Web,0
TXN101564,USER3486,Bangalore,2024-05-11 02:48:02,3854.54,PhonePe,P2P,iOS,0
TXN101565,USER3317,Ahmedabad,2024-02-07 19:27:07,887.02,Paytm,P2M,Android,0
TXN101566,USER9641,Mumbai,2024-11-26 13:26:20,1429.49,BHIM,P2P,iOS,0
TXN101567,USER2293,Chennai,2024-11-05 03:08:14,3287.1,BHIM,P2M,Web,0
TXN101568,USER9444,Jaipur,2024-01-19 18:58:15,77.03,Amazon Pay,P2M,Web,0
TXN101569,USER9130,Hyderabad,2024-08-23 11:22:38,880.93,BHIM,P2P,iOS,0
TXN101570,USER6773,Kolkata,2024-01-09 04:10:37,4673.03,Paytm,P2M,Android,0
TXN101571,USER7111,Pune,2024-05-18 02:38:11,485.06,Paytm,P2P,Web,0
TXN101572,USER5810,Hyderabad,2024-05-15 07:51:54,1515.16,Paytm,Recharge,iOS,0
TXN101573,USER1093,Chennai,2024-02-17 02:46:07,377.89,Google Pay,P2M,Web,0
TXN101574,USER7651,Kolkata,2024-11-19 08:01:16,2135.27,BHIM,Recharge,Web,0
TXN101575,USER1076,Kolkata,2024-10-30 20:41:35,3959.19,Google Pay,P2P,Web,0
TXN101576,USER7694,Chennai,2024-11-09 00:55:46,109.88,PhonePe,Recharge,Android,0
TXN101577,USER1244,Lucknow,2024-03-06 20:52:13,742.23,BHIM,Bill Payment,Android,0
TXN101578,USER9333,Bangalore,2024-03-24 02:01:50,1670.91,Amazon Pay,Recharge,iOS,0
TXN101579,USER8325,Hyderabad,2024-05-20 21:18:53,4282.55,Paytm,Recharge,Android,0
TXN101580,USER9234,Jaipur,2024-09-20 19:37:38,1262.76,PhonePe,Recharge,Web,0
TXN101581,USER8631,Mumbai,2024-02-28 09:22:05,6246.23,BHIM,Recharge,Android,0
TXN101582,USER2312,Delhi,2024-10-12 03:13:15,2055.06,Amazon Pay,Bill Payment,iOS,0
TXN101583,USER5701,Kolkata,2024-08-12 09:54:05,1069.99,Google Pay,Recharge,iOS,0
TXN101584,USER1745,Ahmedabad,2024-02-15 08:33:03,125.2,PhonePe,P2M,Web,0
TXN101585,USER1939,Pune,2024-03-15 17:50:22,952.87,Google Pay,P2M,Web,0
TXN101586,USER9853,Jaipur,2024-01-20 09:03:03,869.86,BHIM,Recharge,Web,0
TXN101587,USER4414,Bangalore,2024-05-12 05:25:10,82.23,BHIM,P2P,Android,0
TXN101588,USER6295,Jaipur,2024-04-25 21:25:16,550.75,BHIM,P2M,iOS,0
TXN101589,USER6221,Jaipur,2024-11-05 12:26:53,4532.15,Paytm,P2P,Web,0
TXN101590,USER9529,Bangalore,2024-03-07 11:22:49,848.13,Paytm,Bill Payment,Android,0
TXN101591,USER1730,Bangalore,2024-02-26 05:54:34,995.15,PhonePe,P2M,Web,0
TXN101592,USER3130,Jaipur,2024-02-26 08:04:07,945.81,Amazon Pay,Recharge,Android,0
TXN101593,USER3916,Pune,2024-03-16 23:39:09,466.97,PhonePe,Recharge,iOS,0
TXN101594,USER7265,Bangalore,2024-02-10 12:50:46,1866.17,Paytm,Recharge,iOS,0
TXN101595,USER3810,Ahmedabad,2024-01-09 18:12:28,163.58,PhonePe,P2P,Web,0
TXN101596,USER8219,Chennai,2024-07-27 01:00:21,2694.28,Paytm,P2M,Web,0
TXN101597,USER1652,Kolkata,2024-06-16 22:41:58,1359.84,Google Pay,P2P,Web,0
TXN101598,USER2645,Lucknow,2024-07-14 14:58:31,330.29,BHIM,Bill Payment,Android,0
TXN101599,USER8689,Lucknow,2024-12-21 07:40:24,1211.06,BHIM,P2M,Android,0
TXN101600,USER9593,Delhi,2024-04-03 03:28:36,3975.02,Google Pay,P2M,Android,0
TXN101601,USER6912,Chennai,2024-01-11 15:50:32,326.48,BHIM,P2P,Web,0
TXN101602,USER8522,Mumbai,2024-04-25 03:47:43,41.1,Paytm,Bill Payment,iOS,0
TXN101603,USER9808,Hyderabad,2024-05-26 02:04:06,637.09,Amazon Pay,P2P,iOS,0
TXN101604,USER7287,Chennai,2024-10-15 18:35:45,567.29,Amazon Pay,P2M,iOS,0
TXN101605,USER2721,Pune,2024-12-10 14:02:55,30.58,Google Pay,P2M,Web,0
TXN101606,USER5559,Kolkata,2024-09-26 09:26:52,280.86,Amazon Pay,Bill Payment,iOS,0
TXN101607,USER2306,Kolkata,2024-03-14 00:40:02,1475.22,Google Pay,Bill Payment,iOS,0
TXN101608,USER1909,Pune,2024-12-27 06:17:00,403.31,Paytm,P2M,Android,0
TXN101609,USER3784,Hyderabad,2024-12-11 17:01:04,18.08,Paytm,P2M,iOS,0
TXN101610,USER2907,Hyderabad,2024-07-25 13:52:12,1324.01,PhonePe,Recharge,Android,0
TXN101611,USER9855,Mumbai,2024-08-24 03:00:39,1485.32,BHIM,P2M,Web,0
TXN101612,USER3825,Mumbai,2024-10-23 07:07:31,2821.21,Paytm,P2P,Android,0
TXN101613,USER2789,Bangalore,2024-07-28 10:26:46,4409.99,PhonePe,P2P,iOS,0
TXN101614,USER1973,Bangalore,2024-11-25 21:20:53,606.73,Paytm,Recharge,iOS,0
TXN101615,USER4129,Chennai,2024-04-14 02:08:09,4265.45,Paytm,P2M,Android,0
TXN101616,USER2181,Ahmedabad,2024-02-06 13:15:34,222.08,Google Pay,P2P,Android,0
TXN101617,USER6844,Delhi,2024-11-03 21:38:44,4773.75,BHIM,Recharge,Web,0
TXN101618,USER9283,Pune,2024-10-05 17:09:16,1354.03,BHIM,Bill Payment,iOS,0
TXN101619,USER5537,Pune,2024-08-05 00:20:45,2901.9,Google Pay,Bill Payment,Android,0
TXN101620,USER8741,Bangalore,2024-12-28 18:54:09,664.43,BHIM,P2P,Android,0
TXN101621,USER7981,Kolkata,2024-01-30 15:27:34,2887.54,BHIM,Recharge,Web,0
TXN101622,USER1364,Jaipur,2024-09-21 22:07:26,2211.6,Google Pay,P2P,iOS,0
TXN101623,USER9160,Bangalore,2024-10-03 17:34:55,1695.53,Paytm,P2M,Web,0
TXN101624,USER4960,Ahmedabad,2024-06-11 04:45:57,1409.05,Paytm,Bill Payment,iOS,0
TXN101625,USER7943,Lucknow,2024-03-23 19:41:20,546.92,Amazon Pay,Recharge,Web,0
TXN101626,USER1481,Kolkata,2024-07-10 07:33:33,1420.7,BHIM,P2M,Web,0
TXN101627,USER7533,Kolkata,2024-08-31 06:29:56,2671.69,Paytm,P2M,Android,0
TXN101628,USER6329,Ahmedabad,2024-04-01 03:07:34,1154.32,Google Pay,Bill Payment,iOS,0
TXN101629,USER4380,Hyderabad,2024-07-02 19:15:06,1225.91,BHIM,P2M,iOS,0
TXN101630,USER2879,Lucknow,2024-09-09 14:47:40,3405.86,PhonePe,P2P,iOS,0
TXN101631,USER1148,Kolkata,2024-08-06 07:25:45,203.66,PhonePe,P2M,Android,0
TXN101632,USER6392,Delhi,2024-03-08 17:55:55,289.47,PhonePe,P2P,iOS,0
TXN101633,USER5803,Chennai,2024-11-25 03:14:32,5107.83,PhonePe,P2M,Web,0
TXN101634,USER4160,Lucknow,2024-07-16 07:01:27,1641.46,Google Pay,P2M,Web,0
TXN101635,USER2717,Chennai,2024-09-13 20:15:43,3350.44,Paytm,Recharge,Web,0
